address,latitude,longitude
2504 OLINVILLE AVENUE,40.8633584,-73.8683634
2504 OLINVILLE AVENUE,40.86349889,-73.86835893
67-028 BOOTH STREET,40.72524447,-73.85336176
49 WATERSIDE PARKWAY,40.54609982,-74.139244
28-033 37 STREET,40.76531673,-73.91595936
28-027 37 STREET,40.76550321,-73.91580756
1549 EAST 53 STREET,40.6206731,-73.9240502
244 ASPINWALL STREET,40.50185102,-74.24742001
22 JOLINE AVENUE,40.51277012,-74.23716774
1127 WARD AVENUE,40.82709131,-73.876989
5827 FIELDSTON ROAD,40.90631105,-73.90057173
3819 AVENUE V,40.60617732,-73.92399099
246 DAVIS AVENUE,40.81457166,-73.82504672
103 WILLOWBROOK ROAD,40.62241423,-74.14403477
768 EAST 19 STREET,40.63201244,-73.95887578
424 LENOX AVENUE,40.81169421,-73.94243774
44 MAIN STREET,40.51386441,-74.25080168
162 MATHEWS AVENUE,40.62551869,-74.11025496
22 DOVER STREET,40.70842132,-74.00059586
1320 BAY STREET,40.6111508,-74.06406936
1641 EAST 15 STREET,40.60933995,-73.95845573
100 NEPTUNE AVENUE,40.58264399,-73.95704727
14-026 28 AVENUE,40.77163949,-73.9280471
271 BOSCOMBE AVENUE,40.52457433,-74.22922941
89-053 215 PLACE,40.72579783,-73.747672
142-013 45 AVENUE,40.75368548,-73.81872149
60 WARDS POINT AVENUE,40.50626582,-74.25420342
140 ALVERSON AVENUE,40.55194157,-74.20971673
140 ALVERSON AVENUE,40.55201564,-74.20974618
73-024 53 AVENUE,40.7311756,-73.8895709
76-030 269 STREET,40.75203541,-73.70658647
183-003 145 ROAD,40.6644815,-73.76233805
282 BRIGHTON STREET,40.50321123,-74.24308582
280 DAVIS AVENUE,40.81552517,-73.82561104
590 6 AVENUE,40.66310312,-73.98814481
93 WHITEWOOD AVENUE,40.62441561,-74.10568172
89-082 217 STREET,40.72535457,-73.74493293
422 LENOX AVENUE,40.81164571,-73.94247311
17 CLARA STREET,40.6439384,-73.98143579
430 LENOX AVENUE,40.81181472,-73.94234982
428 LENOX AVENUE,40.81176575,-73.94238555
1635 EAST 15 STREET,40.60950677,-73.9584872
40 UTAH STREET,40.5139663,-74.25058824
100 VAN CORTLANDT PARK SOUTH,40.88472983,-73.89192639
123-009 20 AVENUE,40.78160562,-73.84468295
231-006 145 AVENUE,40.66068314,-73.7479542
1654 CARLTON AVENUE,40.53437263,-74.19913465
546 58 STREET,40.6398848,-74.01386727
26 HARTFORD AVENUE,40.62474029,-74.10992642
11-017 30 ROAD,40.77092268,-73.93358089
360 EAST 168 STREET,40.83303459,-73.91176734
56 JOLINE AVENUE,40.51190837,-74.2367263
56 JOLINE AVENUE,40.51182196,-74.23669726
11-002 30 ROAD,40.77100751,-73.93396578
219-036 112 ROAD,40.70469734,-73.73673017
225-036 107 AVENUE,40.70803459,-73.72958733
3229 FAIRMOUNT AVENUE,40.83633555,-73.82006796
53 HARTFORD AVENUE,40.6241892,-74.10969433
78 SELKIRK STREET,40.54950528,-74.21082118
4665 AMBOY ROAD,40.54102836,-74.1671537
36-032 35 STREET,40.75433598,-73.92723137
2281 EAST 38 STREET,40.60592878,-73.92436077
95 CHARLES STREET,40.73462146,-74.00520228
28-017 37 STREET,40.76572773,-73.9156248
28-005 37 STREET,40.76594875,-73.91544489
36-002 240 STREET,40.77448797,-73.74778343
969 HOME STREET,40.82866638,-73.89099931
3901 6 AVENUE,40.64958232,-74.0012379
153 VEDDER AVENUE,40.62072109,-74.14528268
38-001 27 STREET,40.75525311,-73.93493537
184-012 144 ROAD,40.66527534,-73.76056516
119-041 233 STREET,40.6871981,-73.73105433
180 BUTTRICK AVENUE,40.81333256,-73.82328045
98-015 164 AVENUE,40.65159557,-73.8326228
157-005 ROSE AVENUE,40.74894571,-73.80985952
352 BALCOM AVENUE,40.81762695,-73.8236056
14-002 28 AVENUE,40.77186687,-73.92854129
140-026 QUINCE AVENUE,40.74716917,-73.81384364
401 WEST 204 STREET,40.86149828,-73.9187491
426 MAINE AVENUE,40.62098649,-74.13794626
219-022 112 ROAD,40.70471284,-73.73722604
150 ALVERSON AVENUE,40.55177504,-74.20965052
1553 EAST 53 STREET,40.6205363,-73.92403567
72-041 53 ROAD,40.73059917,-73.8909028
142-009 45 AVENUE,40.75353582,-73.81894831
202-011 50 AVENUE,40.75101585,-73.77676114
85 NORTH MADA AVENUE,40.63245338,-74.10723587
430 SHIRLEY AVENUE,40.53027091,-74.17018457
504 NOSTRAND AVENUE,40.68160857,-73.94990401
5320 AVENUE L,40.62371571,-73.92369087
477 NORTH BURGHER AVENUE,40.62951981,-74.11347773
56 JOLINE AVENUE,40.5119549,-74.23674193
1615 BAY VIEW AVENUE,40.84672027,-73.81742211
24 SOUTH STREET,40.63348837,-74.11521219
238 REVERE AVENUE,40.81673447,-73.81707825
84 DE KAY STREET,40.63239945,-74.10911075
147 SPRAGUE AVENUE,40.50789928,-74.23892377
147 SPRAGUE AVENUE,40.50780882,-74.23889091
90-007 215 PLACE,40.72383941,-73.74559884
53-014 HASPEL STREET,40.73352721,-73.8805001
91-056 111 STREET,40.69279034,-73.83529115
1123 WARD AVENUE,40.82695721,-73.87695813
114 SPRAGUE AVENUE,40.50860617,-74.23932132
11-043 30 ROAD,40.77070028,-73.93257184
1623 BAY VIEW AVENUE,40.84691439,-73.81741035
113-032 212 STREET,40.70369987,-73.74367953
254 DAVIS AVENUE,40.81473663,-73.82514435
1181 ELLSWORTH AVENUE,40.83701926,-73.82303175
150 ALVERSON AVENUE,40.55182389,-74.20966994
516 58 STREET,40.64029761,-74.01455225
1425 EASTERN PARKWAY EXTENSION,40.66929196,-73.92068645
53-015 72 PLACE,40.73060786,-73.89122625
766 OAKLAND AVENUE,40.62230716,-74.10868495
63 MULLER AVENUE,40.62056014,-74.1403225
997 IONIA AVENUE,40.53471158,-74.20617186
46 HARTFORD AVENUE,40.62427043,-74.10984142
39 WILLOWBROOK ROAD,40.62418029,-74.14401931
1113 GRANT AVENUE,40.83103913,-73.91653848
284 DAVIS AVENUE,40.8156178,-73.82566585
987 IONIA AVENUE,40.53474395,-74.2060556
101-020 67 DRIVE,40.72554595,-73.85193331
123-001 20 AVENUE,40.78160543,-73.84473639
56-003 196 STREET,40.74593262,-73.78164915
140 SHARROTTS ROAD,40.53725962,-74.22272481
230 QUINCY AVENUE,40.81602557,-73.81854707
142 SHARROTTS ROAD,40.5372487,-74.22281762
152 SHARROTTS ROAD,40.53721328,-74.22314202
179 WEST END AVENUE,40.57747495,-73.95290083
11 EDWARD M MORGAN PLACE,40.83462206,-73.94533932
409 WEST 259 STREET,40.90667158,-73.90191173
101 COLLFIELD AVENUE,40.61938149,-74.14282154
57-027 162 STREET,40.74114175,-73.80635152
2449 VETERANS ROAD WEST,40.52902423,-74.23384168
145 VEDDER AVENUE,40.62072477,-74.14549155
2720 VETERANS ROAD WEST,40.52994962,-74.22683936
685 EAST 23 STREET,40.63337583,-73.95482433
2521 HOLLERS AVENUE,40.8874132,-73.81942465
105 HIGHLAND ROAD,40.54919565,-74.1428714
244 ASPINWALL STREET,40.50188976,-74.24743341
95 EAST 40 STREET,40.65348373,-73.94019381
225 WOOLLEY AVENUE,40.61857327,-74.13915278
438 LENOX AVENUE,40.81196404,-73.9422409
101-026 67 DRIVE,40.72569302,-73.85183998
197 ASPINWALL STREET,40.50297139,-74.24766412
2449 VETERANS ROAD WEST,40.52908809,-74.23378001
399 WEST BROADWAY,40.72430617,-74.00203582
3013 YOUNG AVENUE,40.86978807,-73.84804444
292 CALHOUN AVENUE,40.81811055,-73.81876144
1699 FULTON AVENUE,40.84059071,-73.89838207
2827 LAWTON AVENUE,40.81690541,-73.818957
768 EAST 19 STREET,40.63194939,-73.95886406
632 BEMENT AVENUE,40.62612942,-74.11088538
162-030 99 STREET,40.6541036,-73.83289079
3901 6 AVENUE,40.64962804,-74.00131356
20-078 STEINWAY STREET,40.77486891,-73.90397613
1113 GRANT AVENUE,40.83109879,-73.91650344
1964 FOREST AVENUE,40.6256259,-74.15439111
28-005 37 STREET,40.76606031,-73.91535408
612 UNDERHILL AVENUE,40.81802527,-73.85923795
796 EAST 19 STREET,40.63125421,-73.95873479
248 BAY 35 STREET,40.59485138,-73.99525391
630 39 STREET,40.64939569,-74.00092905
143-030 CHERRY AVENUE,40.75607473,-73.81937007
2722 VETERANS ROAD WEST,40.52985095,-74.22841612
240 QUINCY AVENUE,40.8162675,-73.81869074
40-001 AUBURNDALE LANE,40.76006673,-73.79503339
80 78 STREET,40.6307377,-74.03501012
110-011 69 AVENUE,40.72581887,-73.84277574
48-017 206 STREET,40.75310912,-73.77417754
523 58 STREET,40.64026707,-74.01429407
901 41 STREET,40.64487946,-73.99608676
2405 EAST 70 STREET,40.61436291,-73.90249234
16-060 BELL BOULEVARD,40.7839039,-73.7776921
141-023 CHERRY AVENUE,40.75515504,-73.82093516
90 SOUTH BRIDGE STREET,40.5250224,-74.23681714
86-010 252 STREET,40.73173929,-73.71430149
26-037 12 STREET,40.77392119,-73.92963411
268-014 77 AVENUE,40.75125842,-73.70607587
1153 EAST 224 STREET,40.88276935,-73.84775022
1141 EAST 224 STREET,40.88296407,-73.84821002
1840 EAST 18 STREET,40.60490062,-73.9547044
245 MAINE AVENUE,40.62038054,-74.13181899
1259 BAY STREET,40.61269308,-74.06500443
155 EAST 69 STREET,40.76811968,-73.96289595
112-015 68 DRIVE,40.72718695,-73.84076548
146 SHARROTTS ROAD,40.53723883,-74.22290153
1614 EAST 12 STREET,40.60964369,-73.96135233
45-001 162 STREET,40.75632793,-73.80435671
300 EAST 81 STREET,40.77451545,-73.95389716
3330 WILSON AVENUE,40.87427531,-73.84996242
78 SELKIRK STREET,40.54948244,-74.21092714
178 ALVERSON AVENUE,40.55108434,-74.20937134
146-045 15 AVENUE,40.78676687,-73.81844165
630 UNDERHILL AVENUE,40.81838699,-73.85932148
53 HARTFORD AVENUE,40.62414297,-74.10968596
60 WEST 142 STREET,40.81747853,-73.93606427
1296 EAST 10 STREET,40.61764996,-73.96491045
2722 VETERANS ROAD WEST,40.52985053,-74.22847439
1183 EAST 224 STREET,40.88234326,-73.84674408
94 JOLINE AVENUE,40.5108748,-74.2365019
1384 BAY STREET,40.60986279,-74.06311733
3403 BEDFORD AVENUE,40.61932272,-73.95020764
3868 CANNON PLACE,40.88350906,-73.89527815
124 BEDELL AVENUE,40.51098292,-74.23456858
628 39 STREET,40.64947246,-74.00105609
117-020 204 STREET,40.69498404,-73.74810745
96-006 160 AVENUE,40.65791234,-73.8362003
162-005 96 STREET,40.65430679,-73.83567205
1024 DEAN AVENUE,40.83483152,-73.81768482
2449 VETERANS ROAD WEST,40.52906201,-74.23380519
38-001 27 STREET,40.75522175,-73.93487612
416 KISSEL AVENUE,40.63388876,-74.10444662
222 QUINCY AVENUE,40.81581766,-73.81842361
675 EAST 23 STREET,40.63369421,-73.95488473
264-011 LANGSTON AVENUE,40.75342109,-73.71427402
228 HOLLYWOOD AVENUE,40.81738949,-73.81425644
4190 EAST TREMONT AVENUE,40.81770897,-73.81657485
575 SOUNDVIEW AVENUE,40.81667786,-73.86135732
517 THIERIOT AVENUE,40.81571625,-73.8606143
113-046 212 STREET,40.70337559,-73.74355482
274 DAVIS AVENUE,40.81529437,-73.82547444
502 STATE STREET,40.68598403,-73.98049442
296 BRIGHTON STREET,40.50284605,-74.24295959
219-026 112 ROAD,40.70470752,-73.73705595
95 CHARLES STREET,40.73463061,-74.00514214
1092 EAST 21 STREET,40.62679457,-73.95560527
36-026 35 STREET,40.75441178,-73.92717021
197 ASPINWALL STREET,40.50300054,-74.24767446
124-002 20 AVENUE,40.78163359,-73.84384694
162-034 99 STREET,40.6540591,-73.83287977
200 GRAFF AVENUE,40.81409057,-73.82270325
296 BRIGHTON STREET,40.5028763,-74.24297005
1241 BAY STREET,40.6130478,-74.06526716
1629 EAST 15 STREET,40.60961707,-73.95850801
709 BEMENT AVENUE,40.62392979,-74.11048483
29-044 164 STREET,40.76965735,-73.80088953
2879 SAMPSON AVENUE,40.8202956,-73.81881725
220 QUINCY AVENUE,40.81568706,-73.81834605
2069 FOREST AVENUE,40.62611798,-74.15803698
3354 WILSON AVENUE,40.87492331,-73.85031277
3362 WILSON AVENUE,40.87506093,-73.85038718
3331 HULL AVENUE,40.87744013,-73.87403376
13 WEBSTER AVENUE,40.62917322,-73.97855319
2932 THROOP AVENUE,40.86860828,-73.85083922
1616 FOREST AVENUE,40.62467291,-74.14244475
140-010 CRONSTON AVENUE,40.57659477,-73.85959301
522 58 STREET,40.6402266,-74.01443441
1401 WEST 8 STREET,40.61259839,-73.9824608
55-007 133 STREET,40.74879035,-73.83069781
34-008 28 AVENUE,40.76716365,-73.91745026
560 THIERIOT AVENUE,40.8168772,-73.86088925
159 EAST 69 STREET,40.76807746,-73.96279547
18 BARROW PLACE,40.54829922,-74.20900345
112-001 68 DRIVE,40.72707099,-73.84115371
36 WALDRON AVENUE,40.61943253,-74.10103179
36-032 35 STREET,40.75429059,-73.92726799
41-036 219 STREET,40.7634874,-73.76364506
11 EDWARD M MORGAN PLACE,40.83474898,-73.94537698
1616 FOREST AVENUE,40.62468353,-74.14250955
237-043 BEVERLY ROAD,40.77730114,-73.74985665
151 NORTH AVENUE,40.62185953,-74.13337576
636 39 STREET,40.64934775,-74.00084971
236 QUINCY AVENUE,40.81615717,-73.81862522
90-003 WHITNEY AVENUE,40.74563051,-73.87577317
30 STUYVESANT AVENUE,40.69545936,-73.93483431
3334 WILSON AVENUE,40.87438043,-73.85001926
3039 FISH AVENUE,40.87064784,-73.84707055
599 PELTON AVENUE,40.62761113,-74.10861099
40-019 29 STREET,40.7517783,-73.93599708
1680 CARLTON AVENUE,40.53414285,-74.19995917
56-003 196 STREET,40.74591561,-73.78171168
133 VEDDER AVENUE,40.62073607,-74.14613256
217-027 112 ROAD,40.70488158,-73.73889387
1116 GRANT AVENUE,40.83137618,-73.91620033
1548 ROBERTSON PLACE,40.84599767,-73.82301084
112-016 219 STREET,40.70485781,-73.73819486
2720 VETERANS ROAD WEST,40.52989872,-74.22760971
148 SHARROTTS ROAD,40.53722537,-74.22301603
31-027 35 STREET,40.7620926,-73.92079645
1101 EAST 224 STREET,40.88342345,-73.84929481
261 81 STREET,40.62733032,-74.03035716
1748 EAST 52 STREET,40.61678176,-73.92487095
3139 CONEY ISLAND AVENUE,40.57944784,-73.95961668
13 WEBSTER AVENUE,40.62914752,-73.97860688
117 LYNDALE AVENUE,40.53976889,-74.16197112
44 BOGARDUS PLACE,40.85937791,-73.92826139
90-015 217 STREET,40.72468323,-73.74399757
638 EAST 169 STREET,40.83095508,-73.90077657
90-009 216 STREET,40.72419027,-73.74476024
90-001 216 STREET,40.72445416,-73.74503932
217-035 112 ROAD,40.70487104,-73.738584
849 EAST 24 STREET,40.62970946,-73.95318669
86-017 259 STREET,40.73272435,-73.70750903
2794 MILL AVENUE,40.60675984,-73.91580381
31-011 35 STREET,40.76256683,-73.92041039
2323 EAST 63 STREET,40.61250366,-73.90960992
1976 FLATBUSH AVENUE,40.62155831,-73.93591064
1956 FLATBUSH AVENUE,40.62190771,-73.93627852
3025 LACONIA AVENUE,40.87027385,-73.85574462
2311 EAST 63 STREET,40.61270931,-73.9097064
323 80 STREET,40.62768731,-74.02848985
110 WOOLLEY AVENUE,40.62138301,-74.13852782
178 ALVERSON AVENUE,40.55098572,-74.20933147
814 EAST 19 STREET,40.63098,-73.9586838
780 EAST 19 STREET,40.63166077,-73.95881039
233-001 120 AVENUE,40.68678703,-73.73113722
436 LENOX AVENUE,40.81190979,-73.94228048
123-001 20 AVENUE,40.78160526,-73.84478766
1321 NOSTRAND AVENUE,40.65465575,-73.94989557
1586 EAST 17 STREET,40.61132113,-73.95691184
2900 VETERANS ROAD WEST,40.52914422,-74.23372581
142 SHARROTTS ROAD,40.53725401,-74.22277246
438 NORTH BURGHER AVENUE,40.63042853,-74.11367185
689 EAST 22 STREET,40.63535963,-73.95614471
2910 THROOP AVENUE,40.86800462,-73.85085799
1253 ARNOW AVENUE,40.8677283,-73.85086658
241-008 148 AVENUE,40.65465133,-73.74297582
3021 NETHERLAND AVENUE,40.88156663,-73.91259777
70 PERKIOMEN AVENUE,40.55585852,-74.17150187
59 GRAFE STREET,40.55133478,-74.21100809
2323 EAST 63 STREET,40.61246595,-73.90959698
2761 PEARSALL AVENUE,40.86719071,-73.8519653
4040 EAST TREMONT AVENUE,40.81915487,-73.81743069
520 LINDEN BOULEVARD,40.65315536,-73.93970514
45 MIDLAND ROAD,40.55018132,-74.14615837
10 TRUMAN STREET,40.51046396,-74.23696123
348 MANHATTAN STREET,40.50145585,-74.24150796
46 WEST 127 STREET,40.80840471,-73.94310657
689 EAST 22 STREET,40.63530366,-73.95613412
2317 EAST 63 STREET,40.61264848,-73.90967325
520 LINDEN BOULEVARD,40.65316318,-73.93957869
650 LENOX AVENUE,40.81895792,-73.93663665
103-016 32 AVENUE,40.75950091,-73.86524612
72-041 53 ROAD,40.73059775,-73.8908498
228 QUINCY AVENUE,40.81596252,-73.81850963
154 SHARROTTS ROAD,40.53720845,-74.22319887
560 THIERIOT AVENUE,40.81713439,-73.86095201
46 WEST 127 STREET,40.80843564,-73.94318023
547 ALVERSON AVENUE,40.54293491,-74.20591119
1860 EAST 18 STREET,40.60472511,-73.95467129
221-008 112 AVENUE,40.70541207,-73.73582661
40-040 AUBURNDALE LANE,40.75955712,-73.79498762
104 WOOLLEY AVENUE,40.62146146,-74.13850634
1958 FLATBUSH AVENUE,40.62187003,-73.93623885
3150 WATERBURY AVENUE,40.83853107,-73.82330386
53 SELKIRK STREET,40.54980284,-74.21001187
2427 BRIGHAM STREET,40.59385135,-73.93380977
222 HOLLYWOOD AVENUE,40.81725454,-73.81421983
1153 EAST 224 STREET,40.88273806,-73.84767632
3332 WILSON AVENUE,40.87432051,-73.84998686
3340 WILSON AVENUE,40.87449368,-73.85008048
1382 BAY STREET,40.60991063,-74.06315265
1984 FLATBUSH AVENUE,40.6213532,-73.93569469
120 BEDELL AVENUE,40.51111408,-74.23461217
124 BEDELL AVENUE,40.51093024,-74.23455107
568 79 STREET,40.62534844,-74.02204207
520 LINDEN BOULEVARD,40.65314946,-73.93980069
2521 AVENUE J,40.62640889,-73.95079532
41-045 24 STREET,40.75131442,-73.94127406
1254 BAY STREET,40.61268644,-74.06519733
425 MAINE AVENUE,40.62106307,-74.13792363
51-017 PARSONS BOULEVARD,40.74951694,-73.81044765
116 CRAIG AVENUE,40.51490973,-74.24013884
438 MANHATTAN STREET,40.49935404,-74.24078382
119-041 233 STREET,40.68724303,-73.73103103
114-040 224 STREET,40.70031868,-73.73351836
89-019 215 STREET,40.72535688,-73.74841194
228 MC VEIGH AVENUE,40.59042547,-74.15625044
1412 ROBERTSON PLACE,40.84276899,-73.82386088
334 CARY AVENUE,40.63306522,-74.11298526
440 LENOX AVENUE,40.81200965,-73.94220762
2965 VETERANS ROAD WEST,40.52786228,-74.23354342
157-005 ROSE AVENUE,40.74889832,-73.80981032
14-052 28 AVENUE,40.7711776,-73.92704328
142-002 45 AVENUE,40.75349984,-73.81900283
37-014 190 STREET,40.76186501,-73.79185026
241-016 148 AVENUE,40.65465044,-73.74274012
1475 VYSE AVENUE,40.8324946,-73.88858702
2720 VETERANS ROAD WEST,40.52994651,-74.22679205
53-041 73 STREET,40.72999296,-73.89030225
2521 HOLLERS AVENUE,40.88752049,-73.81953624
547 ALVERSON AVENUE,40.54302666,-74.20596119
1386 BAY STREET,40.60975467,-74.06303749
110 ARROWOOD COURT,40.54877713,-74.21173471
57-023 163 STREET,40.74124479,-73.80540335
64-061 84 PLACE,40.72055333,-73.86782722
109 MALLOW STREET,40.54731,-74.20903919
203 EAST 205 STREET,40.87501828,-73.884201
86 MIDLAND ROAD,40.54917875,-74.14533075
152 SHARROTTS ROAD,40.5372179,-74.22308767
217 5 AVENUE,40.67602008,-73.98062613
657 EAST 23 STREET,40.63419351,-73.95497946
1628 EAST 12 STREET,40.60941937,-73.9613092
3333 HULL AVENUE,40.87752162,-73.87397384
224 HUNTINGTON AVENUE,40.81505516,-73.82095832
20 TRUMAN STREET,40.51044147,-74.23711559
67 GRAFE STREET,40.55128199,-74.21125366
698 LINCOLN AVENUE,40.67217901,-73.86640782
4101 AVENUE V,40.60704373,-73.92265641
2418 OLINVILLE AVENUE,40.86218143,-73.86839791
154-035 10 AVENUE,40.79293427,-73.80571965
220-069 77 AVENUE,40.73820098,-73.75027245
2245 EAST 38 STREET,40.60655119,-73.92519963
86-032 259 STREET,40.73235821,-73.70752425
1503 EAST 53 STREET,40.62195893,-73.9241866
498 JEFFERSON AVENUE,40.68461067,-73.93796348
1982 FLATBUSH AVENUE,40.62139088,-73.93573436
241-020 148 AVENUE,40.65464989,-73.74259596
241-032 148 AVENUE,40.65464809,-73.74212168
67 GRAFE STREET,40.55132339,-74.21106108
154-011 10 AVENUE,40.79301208,-73.80670425
220-021 77 AVENUE,40.73789442,-73.75192147
954 FTELEY AVENUE,40.8241874,-73.87029536
90-041 220 STREET,40.72641638,-73.73979367
418 LENOX AVENUE,40.81136774,-73.94263734
236 DAVIS AVENUE,40.81425449,-73.82485902
142 VEDDER AVENUE,40.62063878,-74.14585301
1586 EAST 51 STREET,40.62182126,-73.92611072
37-005 30 AVENUE,40.76459815,-73.91635656
96-015 160 AVENUE,40.65805391,-73.83589072
12-012 154 STREET,40.79108501,-73.80747806
241-019 148 ROAD,40.65402867,-73.74251588
21-046 38 STREET,40.77426736,-73.90577442
3267 AMPERE AVENUE,40.8461963,-73.81847129
321 CALHOUN AVENUE,40.81896076,-73.81939193
74-014 30 AVENUE,40.76041951,-73.89318859
1658 LURTING AVENUE,40.84745641,-73.8524355
1662 LURTING AVENUE,40.84760037,-73.85254807
1866 HUNT AVENUE,40.8471978,-73.86577533
3214 THROOP AVENUE,40.87168605,-73.85074164
616 EAST 24 STREET,40.63526818,-73.954371
22 STUYVESANT AVENUE,40.6958301,-73.93468495
1127 WARING AVENUE,40.86116741,-73.85462432
25-034 CRESCENT STREET,40.77222993,-73.92223178
219 ROBINSON AVENUE,40.53937685,-74.15331528
40 WEST 143 STREET,40.81844305,-73.93542196
156-053 102 STREET,40.66211357,-73.83173762
158-042 103 STREET,40.66090729,-73.83067906
154-003 10 AVENUE,40.79303297,-73.80696863
2857 DEWEY AVENUE,40.82188278,-73.82076016
241-003 148 ROAD,40.65411167,-73.74324772
954 FTELEY AVENUE,40.8242729,-73.87031451
96 CLARA STREET,40.64329244,-73.98336405
216-064 113 DRIVE,40.70232042,-73.73827048
4060 WHITE PLAINS ROAD,40.89020027,-73.85899261
142 VEDDER AVENUE,40.62064087,-74.14594302
702 EAST 23 STREET,40.63295724,-73.95474649
112-019 68 DRIVE,40.72720962,-73.84068958
217-019 112 ROAD,40.70488582,-73.73901854
412 KISSEL AVENUE,40.63399176,-74.10446817
1092 EAST 21 STREET,40.62674839,-73.95559658
45 MIDLAND ROAD,40.55002715,-74.14609791
3860 CANNON PLACE,40.88346936,-73.89534374
3822 CANNON PLACE,40.88270397,-73.89662755
1968 FLATBUSH AVENUE,40.62171502,-73.93607564
4040 EAST TREMONT AVENUE,40.81910735,-73.81740241
4040 EAST TREMONT AVENUE,40.81920464,-73.8174603
220-021 77 AVENUE,40.7379293,-73.75172571
220-015 77 AVENUE,40.7378606,-73.75210785
411 EAST 137 STREET,40.8082269,-73.92275962
7811 5 AVENUE,40.62683205,-74.02362687
226 DAVIS AVENUE,40.81402544,-73.82472346
112-011 68 DRIVE,40.72714723,-73.84089847
42-018 31 AVENUE,40.76025291,-73.914989
2720 VETERANS ROAD WEST,40.52989451,-74.22765361
86 MIDLAND ROAD,40.54915457,-74.14529068
1840 EAST 18 STREET,40.6049555,-73.95471475
75 EAST 128 STREET,40.80704648,-73.93796469
75 EAST 128 STREET,40.80713272,-73.93816941
2434 YATES AVENUE,40.86201891,-73.85481568
1112 ADEE AVENUE,40.8694086,-73.85492934
103 MALLOW STREET,40.54723137,-74.20900714
1113 AVENUE R,40.60549039,-73.96108042
229-006 113 AVENUE,40.70371471,-73.72818113
94-018 218 STREET,40.71976696,-73.73849993
2900 VETERANS ROAD WEST,40.52953507,-74.23148821
1440 55 STREET,40.62967785,-73.9924351
25-044 CRESCENT STREET,40.7719522,-73.92244385
279 BEACH 140 STREET,40.57452736,-73.85807537
2705 AVENUE I,40.62893934,-73.94993492
1441 EAST 53 STREET,40.62345299,-73.92434941
178 ALVERSON AVENUE,40.55104132,-74.20935395
423 MAINE AVENUE,40.62105204,-74.137856
20 ARNPRIOR STREET,40.62437083,-74.14319325
154-025 10 AVENUE,40.79296788,-73.80614496
2863 DEWEY AVENUE,40.82196354,-73.82052591
2243 EAST 38 STREET,40.6065928,-73.92524606
148 CHARLES STREET,40.73399367,-74.00859775
150-015 32 AVENUE,40.77028128,-73.81532909
109 WARWICK STREET,40.68146273,-73.88784518
1562 DEKALB AVENUE,40.7031373,-73.92028745
873 EAST 27 STREET,40.62950102,-73.95023749
215-001 94 ROAD,40.71855416,-73.74140896
148-020 EDGEWOOD STREET,40.65401984,-73.74114282
241-024 148 AVENUE,40.65464935,-73.74245325
275 BEACH 140 STREET,40.57448215,-73.85804926
360 EAST 168 STREET,40.83294249,-73.91149776
44 WEST 143 STREET,40.81856501,-73.9357097
24-003 QUEENS PLAZA NORTH,40.75122482,-73.9410662
88-028 213 STREET,40.72495021,-73.75195786
158-026 98 STREET,40.6607099,-73.83547679
26-024 21 STREET,40.77265236,-73.92572717
7 MASON BOULEVARD,40.54493137,-74.20697757
26-022 21 STREET,40.77283995,-73.92557705
3243 AMPERE AVENUE,40.84621974,-73.81902777
560 THIERIOT AVENUE,40.81696572,-73.86091085
1104 GRANT AVENUE,40.83109715,-73.91636317
66-037 102 STREET,40.72814244,-73.85173694
315 ST JOHNS PLACE,40.67443479,-73.96724353
311 BEMENT AVENUE,40.63427547,-74.11208585
400 WEST 43 STREET,40.75921762,-73.99257636
450 WEST 43 STREET,40.75994973,-73.99431259
241-003 148 ROAD,40.65423244,-73.74324807
90-025 220 STREET,40.72667686,-73.74007028
49-013 108 STREET,40.74490923,-73.85567345
163-042 96 STREET,40.65167369,-73.83514805
241-023 148 ROAD,40.65402811,-73.74242867
241-041 148 DRIVE,40.65331154,-73.74168096
26-027 30 STREET,40.76962787,-73.91969898
90-017 217 STREET,40.72462692,-73.7439382
48 ASHFORD STREET,40.6815256,-73.88705051
35 MIDLAND ROAD,40.55043177,-74.146189
20 TRUMAN STREET,40.51042294,-74.23724276
58 WEST 143 STREET,40.81876855,-73.93618989
1253 ARNOW AVENUE,40.86785288,-73.85086271
241-036 148 AVENUE,40.65464764,-73.74200347
570 58 STREET,40.63955509,-74.01332021
257 BEACH 140 STREET,40.5739521,-73.85774317
40 WEST 143 STREET,40.81848263,-73.93551535
2440 OLINVILLE AVENUE,40.8628087,-73.86837869
88-002 213 STREET,40.72530346,-73.7523728
893 EAST 8 STREET,40.62751941,-73.9685412
3915 AVENUE V,40.60695377,-73.92279525
2722 VETERANS ROAD WEST,40.52985135,-74.22836037
849 EAST 24 STREET,40.6297638,-73.95319694
1972 FLATBUSH AVENUE,40.62163795,-73.93599449
260 33 AVENUE,40.77662928,-73.74891306
2443 OLINVILLE AVENUE,40.86225717,-73.86839559
154-035 10 AVENUE,40.79292927,-73.80565643
220-063 77 AVENUE,40.73817438,-73.75039756
3001 LACONIA AVENUE,40.86956062,-73.85600589
2720 VETERANS ROAD WEST,40.52990265,-74.22756867
46-013 GREENPOINT AVENUE,40.74238349,-73.91845874
3364 WILSON AVENUE,40.8751168,-73.85041738
3368 WILSON AVENUE,40.87527524,-73.85050305
